---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.74
Training
Epoch:2- training accuracy:0.1645- training loss:tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.8545- training loss:tensor(0.4424, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.86125- training loss:tensor(0.2901, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.873- training loss:tensor(0.3489, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.8745- training loss:tensor(0.4274, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.891- training loss:tensor(0.3553, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.8985- training loss:tensor(0.1461, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.89275- training loss:tensor(0.2871, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.90225- training loss:tensor(0.2333, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.90325- training loss:tensor(0.4414, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.912- training loss:tensor(0.4951, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.91625- training loss:tensor(0.2760, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.915- training loss:tensor(0.2329, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.92325- training loss:tensor(0.4220, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9195- training loss:tensor(0.4349, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.92725- training loss:tensor(0.0988, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.935- training loss:tensor(0.2346, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.929- training loss:tensor(0.5989, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.93425- training loss:tensor(0.2219, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.94525- training loss:tensor(0.1502, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.94525- training loss:tensor(0.2244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.93775- training loss:tensor(0.4526, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.946- training loss:tensor(0.1962, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.95275- training loss:tensor(0.2809, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.958- training loss:tensor(0.1001, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9525- training loss:tensor(0.0751, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.96325- training loss:tensor(0.0699, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.965- training loss:tensor(0.1539, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.966- training loss:tensor(0.1165, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.96225- training loss:tensor(0.0979, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.96175- training loss:tensor(0.3505, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.96425- training loss:tensor(0.1441, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.97425- training loss:tensor(0.0503, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9765- training loss:tensor(0.1551, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.973- training loss:tensor(0.0523, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9755- training loss:tensor(0.0256, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9785- training loss:tensor(0.0431, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.97975- training loss:tensor(0.0319, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9795- training loss:tensor(0.1872, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.976- training loss:tensor(0.0466, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9835- training loss:tensor(0.0200, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9835- training loss:tensor(0.0113, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.98075- training loss:tensor(0.0461, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.98275- training loss:tensor(0.0764, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9845- training loss:tensor(0.0223, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.98575- training loss:tensor(0.1516, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.98575- training loss:tensor(0.0194, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.988- training loss:tensor(0.0204, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.99025- training loss:tensor(0.0096, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 1
---------------------
Training Points - 8000
Test Accuracy - 90.53
Selection Time - 0.0015735626220703125
Trainining Time - 201.74113368988037
Training
Epoch:2- training accuracy:0.17- training loss:tensor(2.2104, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.2785- training loss:tensor(1.6864, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.45925- training loss:tensor(1.2898, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.659625- training loss:tensor(0.8841, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.774- training loss:tensor(0.7410, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8055- training loss:tensor(0.6057, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.837125- training loss:tensor(0.5233, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.857625- training loss:tensor(0.7489, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8625- training loss:tensor(0.4244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.876375- training loss:tensor(0.8232, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.884- training loss:tensor(0.3435, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.885125- training loss:tensor(0.3274, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.899125- training loss:tensor(0.3179, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.900375- training loss:tensor(0.3311, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.904- training loss:tensor(0.3862, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.910625- training loss:tensor(0.5315, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.916- training loss:tensor(0.1854, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.917375- training loss:tensor(0.1480, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.923375- training loss:tensor(0.3809, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.922375- training loss:tensor(0.2889, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.931125- training loss:tensor(0.1046, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.93025- training loss:tensor(0.0818, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.93425- training loss:tensor(0.3114, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.93625- training loss:tensor(0.1843, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.936875- training loss:tensor(0.0916, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.94325- training loss:tensor(0.3815, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.943- training loss:tensor(0.1729, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.946875- training loss:tensor(0.2364, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.94675- training loss:tensor(0.1450, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.953- training loss:tensor(0.1579, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.952- training loss:tensor(0.2777, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.955375- training loss:tensor(0.2354, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.95775- training loss:tensor(0.1239, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.957125- training loss:tensor(0.2019, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.95825- training loss:tensor(0.2420, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.95925- training loss:tensor(0.0774, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.961625- training loss:tensor(0.1247, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96375- training loss:tensor(0.0682, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.960375- training loss:tensor(0.1739, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.96475- training loss:tensor(0.0728, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9735- training loss:tensor(0.2007, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.96775- training loss:tensor(0.1566, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.970125- training loss:tensor(0.0582, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.972375- training loss:tensor(0.0641, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.97575- training loss:tensor(0.0697, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.971875- training loss:tensor(0.0680, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.982875- training loss:tensor(0.0146, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.976- training loss:tensor(0.0715, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.977875- training loss:tensor(0.0800, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.976375- training loss:tensor(0.0907, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.979125- training loss:tensor(0.0424, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.984375- training loss:tensor(0.1058, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.982875- training loss:tensor(0.0648, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.99025- training loss:tensor(0.0577, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 1
---------------------
Training Points - 8000
Test Accuracy - 91.59
Selection Time - 0.0017185211181640625
Trainining Time - 216.23878598213196
Training
Epoch:2- training accuracy:0.1975- training loss:tensor(1.8467, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.403875- training loss:tensor(1.5454, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.622625- training loss:tensor(0.7415, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.755- training loss:tensor(0.3382, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.803875- training loss:tensor(0.6203, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.828625- training loss:tensor(0.4865, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.847- training loss:tensor(0.4447, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.858625- training loss:tensor(0.5032, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.874- training loss:tensor(0.4558, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.881875- training loss:tensor(0.4124, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.88475- training loss:tensor(0.4748, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.893625- training loss:tensor(0.2771, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.902875- training loss:tensor(0.1545, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.908125- training loss:tensor(0.3934, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.908875- training loss:tensor(0.2383, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.916875- training loss:tensor(0.3264, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.921875- training loss:tensor(0.1769, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.921875- training loss:tensor(0.3012, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.923125- training loss:tensor(0.1455, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.926375- training loss:tensor(0.3549, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.929375- training loss:tensor(0.4498, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.933625- training loss:tensor(0.2461, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.93325- training loss:tensor(0.1665, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9445- training loss:tensor(0.3333, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.944- training loss:tensor(0.2988, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.946- training loss:tensor(0.1611, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.948625- training loss:tensor(0.1224, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.94925- training loss:tensor(0.1662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9535- training loss:tensor(0.0742, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.95525- training loss:tensor(0.1777, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.952125- training loss:tensor(0.1433, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.95375- training loss:tensor(0.1634, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.95775- training loss:tensor(0.1270, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.958875- training loss:tensor(0.1013, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9555- training loss:tensor(0.1631, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.965125- training loss:tensor(0.1598, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.969125- training loss:tensor(0.2583, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.966625- training loss:tensor(0.0661, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.96475- training loss:tensor(0.3359, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.970375- training loss:tensor(0.0616, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.97475- training loss:tensor(0.1963, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.973- training loss:tensor(0.0925, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.975875- training loss:tensor(0.1119, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.974125- training loss:tensor(0.0915, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.97625- training loss:tensor(0.1094, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.978375- training loss:tensor(0.1120, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.979375- training loss:tensor(0.0802, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.978625- training loss:tensor(0.0370, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.975875- training loss:tensor(0.0953, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.983625- training loss:tensor(0.0572, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.98275- training loss:tensor(0.0321, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.978125- training loss:tensor(0.0762, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9845- training loss:tensor(0.0891, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.98325- training loss:tensor(0.0323, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.98525- training loss:tensor(0.0304, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9875- training loss:tensor(0.0244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9895- training loss:tensor(0.0829, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.990625- training loss:tensor(0.0114, device='cuda:0', grad_fn=<NllLossBackward0>)
